Record_ID,Sensor_ID,Road_Segment_ID,Intersection_ID,Timestamp,Day_of_Week,Hour_of_Day,Weekend_Flag,Traffic_Volume,Vehicle_Speed_kmph,Road_Occupancy_Percent,Vehicle_Density,Travel_Time_sec,Queue_Length_m,Lane_Count,Lane_Utilization_Percent,Signal_Delay_sec,Weather_Condition,Temperature_C,Humidity_Percent,Visibility_m,Road_Surface,GPS_Vehicle_Count,IoT_Device_Count,Camera_Detection_Count,Incident_Flag,Special_Event,Historical_Flow_5min,Historical_Flow_10min,Historical_Flow_15min,Congestion_Level,Future_Traffic_Flow
1259,SEN_128,RS_075,INT_026,01/01/2024 20:58,Monday,20,No,1072,48.34,43.19,56.2,146.62,105.22,4,11.49,54.25,Windy,23.7,94.2,5344,Dry,106,20,1626,No,No,955,1173,1223,High,High Flow
1260,SEN_014,RS_077,INT_020,01/01/2024 20:59,Monday,20,No,744,64.04,40.84,45.07,133.23,99.56,6,5,46.91,Clear,19.1,55.2,7244,Dry,435,4,1509,No,No,808,703,687,Moderate,Medium Flow
1261,SEN_016,RS_036,INT_046,01/01/2024 21:00,Monday,21,No,224,84.39,5,12.36,78.74,41.07,3,5,18.73,Windy,41.2,52.9,3266,Dry,29,26,62,No,No,292,385,82,Low,Low Flow
1262,SEN_066,RS_006,INT_009,01/01/2024 21:01,Monday,21,No,1328,46.92,71.36,82.76,218.12,166.3,2,39.96,92.63,Clear,27.6,58.6,4195,Dry,253,29,369,No,No,1288,1316,1513,High,High Flow
1263,SEN_031,RS_044,INT_028,01/01/2024 21:02,Monday,21,No,1086,53.18,63.35,56.17,152.87,104.18,5,13.21,49.08,Clear,38.2,52.6,664,Dry,446,26,485,No,No,1179,1263,1131,High,High Flow
1264,SEN_020,RS_063,INT_024,01/01/2024 21:03,Monday,21,No,582,73.06,37.74,40.36,130.5,67.17,2,18.3,33.42,Cloudy,28.1,73.2,2177,Dry,387,9,973,No,No,526,466,493,Moderate,Medium Flow
1265,SEN_060,RS_003,INT_020,01/01/2024 21:04,Monday,21,No,900,72.98,38.67,51.17,136.36,101.62,4,10.08,45.85,Windy,30,79.9,7462,Dry,25,17,1383,No,No,954,1001,972,High,High Flow
1266,SEN_009,RS_074,INT_006,01/01/2024 21:05,Monday,21,No,1719,44.99,76.63,95.57,235.93,215.73,3,29.35,98.25,Windy,27.6,48,7868,Dry,299,11,1294,No,No,1732,1558,1477,Severe,Very High Flow
1267,SEN_054,RS_077,INT_022,01/01/2024 21:06,Monday,21,No,183,86.49,5.94,5.76,60.44,16.74,4,5,5.97,Rain,40.7,38.6,8328,Dry,385,22,1644,No,No,109,137,297,Low,Low Flow
1268,SEN_064,RS_060,INT_047,01/01/2024 21:07,Monday,21,No,1142,58.5,61.5,60.79,186.82,114.68,3,26.54,54.73,Cloudy,20.5,72.6,9800,Dry,409,11,854,No,Yes,1051,1140,898,High,High Flow
1269,SEN_068,RS_077,INT_020,01/01/2024 21:08,Monday,21,No,277,85.39,19.87,20.42,89.96,38.87,4,5,19.78,Rain,16.1,43.6,9238,Dry,391,5,1061,No,No,388,243,447,Low,Low Flow
1270,SEN_139,RS_039,INT_015,01/01/2024 21:09,Monday,21,No,1749,39.37,90.77,86.5,223.3,164.77,4,21.79,73.62,Clear,30.7,67.7,4658,Wet,145,20,1373,No,No,1673,1597,1689,Severe,Very High Flow
1271,SEN_094,RS_055,INT_044,01/01/2024 21:10,Monday,21,No,658,68.73,35.54,29.37,117.16,61.7,4,11.77,30.75,Cloudy,22.7,67.5,9561,Dry,166,9,252,No,No,564,767,654,Moderate,Medium Flow
1272,SEN_019,RS_009,INT_050,01/01/2024 21:11,Monday,21,No,470,81,35.31,19.66,88.46,23.71,4,12.26,7.86,Clear,23.8,50.4,5944,Dry,68,13,687,No,No,360,411,257,Moderate,Medium Flow
1273,SEN_008,RS_022,INT_034,01/01/2024 21:12,Monday,21,No,1282,52.02,61.71,75.91,205.51,155.52,2,31.82,78.95,Windy,40.5,73.6,1383,Dry,424,3,1599,No,No,1307,1193,1112,High,High Flow
1274,SEN_078,RS_016,INT_048,01/01/2024 21:13,Monday,21,No,633,64.78,27.76,37.89,112.02,75.87,5,8.59,26.77,Cloudy,39.6,62.7,7976,Dry,23,10,726,No,No,671,545,506,Moderate,Medium Flow
1275,SEN_026,RS_080,INT_029,01/01/2024 21:14,Monday,21,No,1551,54.35,71.6,82.11,207.6,180.04,4,17.59,96.26,Cloudy,17,30.1,5677,Wet,308,5,760,No,No,1493,1402,1688,Severe,Very High Flow
1276,SEN_018,RS_051,INT_015,01/01/2024 21:15,Monday,21,No,1603,32.98,82.31,87.17,222.55,179.52,4,18.97,90.75,Clear,41.6,70.4,4070,Dry,93,18,456,No,No,1670,1637,1800,Severe,Very High Flow
1277,SEN_051,RS_020,INT_010,01/01/2024 21:16,Monday,21,No,1118,67.17,55,62.63,170.8,135.13,3,18.98,72.99,Rain,22.5,50.7,7630,Dry,310,15,173,No,Yes,1067,1086,1322,High,High Flow
1278,SEN_071,RS_018,INT_038,01/01/2024 21:17,Monday,21,No,1726,43.72,90.42,99.97,230.79,207.34,6,12.43,101.49,Clear,17.3,67.9,5888,Dry,52,5,535,No,No,1761,1800,1741,Severe,Very High Flow
1279,SEN_140,RS_072,INT_007,01/01/2024 21:18,Monday,21,No,1772,33.56,86.35,94.39,242.54,190.91,4,22.45,96.65,Clear,20.7,60.8,8373,Dry,120,2,1531,No,No,1702,1625,1637,Severe,Very High Flow
1280,SEN_045,RS_049,INT_019,01/01/2024 21:19,Monday,21,No,1392,50.37,72.74,77.87,199.14,161.59,3,23.36,74.29,Cloudy,37.9,76.4,6714,Dry,321,11,1675,No,No,1511,1413,1402,High,High Flow
1281,SEN_072,RS_018,INT_014,01/01/2024 21:20,Monday,21,No,557,71.51,25.93,29.57,108.78,61.37,3,5,26.28,Windy,38.8,39.8,7517,Dry,58,9,1112,No,No,438,543,489,Moderate,Medium Flow
1282,SEN_091,RS_004,INT_046,01/01/2024 21:21,Monday,21,No,1334,56.73,65.89,73.7,183.82,135.71,3,24.64,61.83,Windy,24.2,56,4064,Dry,367,25,551,No,No,1249,1159,1304,High,High Flow
1283,SEN_101,RS_024,INT_016,01/01/2024 21:22,Monday,21,No,1002,66.1,49.76,52.08,154.51,109.73,5,10.49,50.68,Clear,32,53.4,8194,Dry,228,13,714,No,Yes,1115,846,992,High,High Flow
1284,SEN_024,RS_012,INT_020,01/01/2024 21:23,Monday,21,No,499,78.51,16.45,28.56,109.71,55.11,3,5,22.07,Cloudy,20.8,72,1061,Dry,259,11,678,No,No,515,319,455,Moderate,Medium Flow
1285,SEN_103,RS_030,INT_050,01/01/2024 21:24,Monday,21,No,236,87.74,11.1,9.98,75.65,36.51,2,7.31,26.22,Cloudy,19.6,53.1,7825,Wet,320,23,1567,No,No,186,327,134,Low,Low Flow
1286,SEN_073,RS_077,INT_040,01/01/2024 21:25,Monday,21,No,629,71.34,34.26,35.33,136.8,62.68,4,10.67,24.05,Clear,41,35.7,9358,Dry,138,2,1281,No,Yes,531,659,810,Moderate,Medium Flow
1287,SEN_127,RS_066,INT_032,01/01/2024 21:26,Monday,21,No,1544,56.46,72.26,92.03,238.71,170.46,3,26.77,81.86,Clear,38,49.6,2815,Dry,212,12,1052,No,No,1622,1553,1756,Severe,Very High Flow
1288,SEN_115,RS_065,INT_023,01/01/2024 21:27,Monday,21,No,1200,63.06,69.55,70.84,189.52,149.82,6,9.32,75.34,Clear,39.5,89.6,8552,Dry,288,29,1217,No,No,1259,1107,1337,High,High Flow
1289,SEN_080,RS_065,INT_048,01/01/2024 21:28,Monday,21,No,1100,55.71,55.02,66.67,185.51,109.5,3,15.1,62.47,Clear,38.8,86.5,4956,Wet,187,10,313,No,No,1216,1038,954,High,High Flow
1290,SEN_060,RS_068,INT_035,01/01/2024 21:29,Monday,21,No,1076,64.12,50.67,61.04,157.96,131.49,3,14.31,66.5,Cloudy,38.6,33.6,9866,Dry,239,6,1054,No,No,989,967,1103,High,High Flow
1291,SEN_087,RS_035,INT_019,01/01/2024 21:30,Monday,21,No,1514,51.08,72.41,88.64,220.29,186.95,4,26,99.68,Cloudy,27.8,78,9090,Dry,222,12,451,No,No,1585,1459,1328,Severe,Very High Flow
1292,SEN_038,RS_018,INT_025,01/01/2024 21:31,Monday,21,No,1030,59.01,58.35,50.01,152.17,96.7,2,26.26,54.86,Rain,35.9,57.7,8529,Dry,385,7,1657,No,No,1092,993,864,High,High Flow
1293,SEN_047,RS_020,INT_010,01/01/2024 21:32,Monday,21,No,368,77.46,14.28,13.67,82.86,24.7,4,6.78,12.54,Clear,29.7,68,5885,Dry,32,18,97,No,Yes,354,393,321,Low,Low Flow
1294,SEN_083,RS_064,INT_003,01/01/2024 21:33,Monday,21,No,1357,58.52,69.34,71.37,184.97,132.15,6,8.29,61.56,Cloudy,16.5,60.6,9930,Dry,252,23,1222,No,No,1466,1189,1154,High,High Flow
1295,SEN_139,RS_019,INT_032,01/01/2024 21:34,Monday,21,No,275,82.05,18.17,11.53,74.45,15.62,3,5,12.15,Cloudy,18.7,78.2,1451,Dry,429,25,1379,No,Yes,344,164,232,Low,Low Flow
1296,SEN_059,RS_042,INT_020,01/01/2024 21:35,Monday,21,No,677,72.22,36.62,41.8,135.53,85.8,6,5,39.08,Windy,24.8,51.3,3055,Dry,48,16,1452,Yes,No,619,700,717,Moderate,Medium Flow
1297,SEN_100,RS_020,INT_018,01/01/2024 21:36,Monday,21,No,1625,51.98,78.44,84.24,220.8,174.4,2,34.87,87.9,Rain,23.7,75.9,8746,Wet,78,23,358,No,No,1544,1790,1767,Severe,Very High Flow
1298,SEN_005,RS_028,INT_037,01/01/2024 21:37,Monday,21,No,596,88.17,34,27.68,120.32,51.81,4,7.62,23.05,Cloudy,30.8,68.5,3316,Wet,130,23,1631,No,No,600,571,741,Moderate,Medium Flow
1299,SEN_032,RS_004,INT_006,01/01/2024 21:38,Monday,21,No,1738,37.18,87.68,96.07,232.92,187.64,3,29.88,94,Clear,24.4,87.2,6805,Dry,93,6,898,No,No,1647,1756,1571,Severe,Very High Flow
1300,SEN_124,RS_065,INT_041,01/01/2024 21:39,Monday,21,No,944,61.7,38.6,52.99,163.92,107.99,5,8.91,48.38,Cloudy,27.2,60.5,8762,Wet,169,24,1342,No,No,1047,1060,792,High,High Flow
1301,SEN_071,RS_006,INT_043,01/01/2024 21:40,Monday,21,No,1221,55.56,67.17,71.33,180.94,150.25,4,18.02,75.17,Windy,26.3,60.7,7972,Dry,197,27,1159,No,Yes,1183,1154,1340,High,High Flow
1302,SEN_028,RS_031,INT_048,01/01/2024 21:41,Monday,21,No,885,65.29,41.18,48.1,151.08,97.08,5,10.12,45.8,Clear,25.7,37.1,7692,Dry,132,9,1000,No,No,951,1001,719,Moderate,Medium Flow
1303,SEN_071,RS_047,INT_015,01/01/2024 21:42,Monday,21,No,1262,56.2,62.22,69.38,183.98,142.98,4,14.49,65.09,Cloudy,28.3,33.5,8592,Dry,351,16,584,No,No,1311,1232,1486,High,High Flow
1304,SEN_031,RS_025,INT_002,01/01/2024 21:43,Monday,21,No,894,61.52,46.25,53.22,150.33,104.36,4,5.01,58.6,Cloudy,37.8,59.1,2363,Dry,295,29,1589,No,No,816,1061,992,Moderate,Medium Flow
1305,SEN_132,RS_052,INT_017,01/01/2024 21:44,Monday,21,No,307,73.63,12.69,13.46,101.47,8.3,4,5,3.63,Cloudy,29.7,64.8,383,Dry,133,22,1283,No,No,270,157,265,Low,Low Flow
1306,SEN_028,RS_058,INT_017,01/01/2024 21:45,Monday,21,No,295,92.09,18.53,16.88,86.6,42.39,4,5,24.46,Clear,37.1,39.1,8119,Wet,315,13,1353,No,No,309,331,288,Low,Low Flow
1307,SEN_006,RS_011,INT_045,01/01/2024 21:46,Monday,21,No,1027,64.33,45.83,59.34,163.88,95.47,5,11.06,52.42,Cloudy,20.2,87.3,7249,Dry,266,10,323,No,No,1005,1155,888,High,High Flow
1308,SEN_071,RS_014,INT_007,01/01/2024 21:47,Monday,21,No,1799,36.09,87.08,98.46,233.56,187.04,4,24.08,90.58,Clear,29.7,39.5,8885,Dry,347,11,117,No,No,1777,1800,1800,Severe,Very High Flow
1309,SEN_079,RS_036,INT_001,01/01/2024 21:48,Monday,21,No,94,89.94,10.83,8.66,78.36,19.03,4,5,12.54,Clear,34.2,70.4,3062,Dry,85,26,1014,No,No,50,117,50,Low,Low Flow
1310,SEN_023,RS_010,INT_015,01/01/2024 21:49,Monday,21,No,1260,65,63.13,66.57,190.62,126.5,4,18.4,60.31,Windy,25.2,73.3,9780,Dry,344,9,1224,No,No,1141,1129,1321,High,High Flow
1311,SEN_122,RS_006,INT_029,01/01/2024 21:50,Monday,21,No,1751,35.24,82.27,103.53,237.14,207.7,6,13.44,101.75,Rain,36.9,54.4,1413,Dry,83,27,1152,No,No,1716,1800,1800,Severe,Very High Flow
1312,SEN_150,RS_063,INT_034,01/01/2024 21:51,Monday,21,No,1364,52.3,68.59,74.52,197.95,162.62,6,8.66,84.6,Clear,31.9,35.6,1898,Dry,429,26,166,No,No,1316,1479,1182,High,High Flow
1313,SEN_103,RS_080,INT_028,01/01/2024 21:52,Monday,21,No,1260,45.66,65.01,68.24,185.62,120.55,3,28.63,57.39,Rain,15.2,56.9,5293,Dry,418,20,216,No,No,1174,1410,1054,High,High Flow
1314,SEN_027,RS_046,INT_017,01/01/2024 21:53,Monday,21,No,126,85.69,5,5,56.12,12.13,3,5,15.53,Windy,37.1,34.4,7289,Wet,289,9,1245,Yes,No,232,50,258,Low,Low Flow
1315,SEN_141,RS_067,INT_045,01/01/2024 21:54,Monday,21,No,403,82.19,28.42,17.91,103.04,19.23,6,6.97,19.33,Clear,19.6,31.2,4924,Dry,125,3,810,No,No,353,292,590,Low,Low Flow
1316,SEN_080,RS_009,INT_042,01/01/2024 21:55,Monday,21,No,923,56.94,55.1,48.03,148.61,93.29,3,22.28,54.34,Clear,38.1,72.4,5756,Dry,375,14,1402,No,No,950,780,897,High,High Flow
1317,SEN_078,RS_008,INT_036,01/01/2024 21:56,Monday,21,No,1788,37.79,90,94.82,236.46,182.44,2,46.65,93.26,Rain,34.9,62.1,2656,Dry,156,17,378,No,No,1761,1657,1542,Severe,Very High Flow
1318,SEN_137,RS_064,INT_002,01/01/2024 21:57,Monday,21,No,209,88.83,9.45,6.88,55.8,0,4,5,0,Cloudy,34.2,34.2,2935,Dry,372,13,452,No,No,268,107,227,Low,Low Flow
1319,SEN_048,RS_045,INT_036,01/01/2024 21:58,Monday,21,No,1514,50.28,75.81,84.29,223.43,181.61,4,18.1,90.86,Fog,33.8,69.1,8293,Dry,78,18,1469,No,No,1407,1404,1387,Severe,Very High Flow
1320,SEN_113,RS_069,INT_002,01/01/2024 21:59,Monday,21,No,174,78.08,13.17,12.07,98.21,26.99,4,5,15.26,Clear,21.6,42.4,2899,Dry,79,23,1172,No,No,201,76,422,Low,Low Flow
1321,SEN_055,RS_079,INT_041,01/01/2024 22:00,Monday,22,No,706,72.07,37.56,40.34,131.41,94.34,2,16.01,49.09,Cloudy,41.7,69,4725,Wet,285,9,901,No,No,613,616,516,Moderate,Medium Flow
1322,SEN_039,RS_020,INT_030,01/01/2024 22:01,Monday,22,No,834,69.52,42.9,33.55,114.6,59,3,16.7,26.47,Fog,30.8,81.8,9474,Dry,296,10,370,No,No,950,746,651,Moderate,Medium Flow
1323,SEN_139,RS_025,INT_001,01/01/2024 22:02,Monday,22,No,1395,50.79,76.66,73.33,172.41,157.39,5,14.92,88.61,Rain,30.5,75.6,2459,Dry,384,9,859,No,No,1512,1565,1410,High,High Flow
1324,SEN_069,RS_061,INT_004,01/01/2024 22:03,Monday,22,No,873,71.59,49.3,53.05,145.11,110.81,3,18.01,53.75,Clear,36.7,61,5844,Dry,189,24,1128,No,No,899,857,655,Moderate,Medium Flow
1325,SEN_025,RS_046,INT_023,01/01/2024 22:04,Monday,22,No,1386,46.86,64.5,71.63,195.62,130.05,6,7.16,58.03,Clear,18.2,31.6,8044,Wet,196,5,433,No,No,1350,1315,1185,High,High Flow
1326,SEN_064,RS_025,INT_037,01/01/2024 22:05,Monday,22,No,148,88.25,11.84,7.74,73.67,4.82,4,5,2.36,Clear,38.2,72.5,5305,Dry,160,17,1558,No,No,187,207,50,Low,Low Flow
1327,SEN_089,RS_048,INT_005,01/01/2024 22:06,Monday,22,No,1763,32.64,93.91,93.56,216.27,176.18,2,48.18,81.78,Windy,31.4,92.7,7972,Dry,338,8,505,No,No,1800,1725,1635,Severe,Very High Flow
1328,SEN_029,RS_027,INT_025,01/01/2024 22:07,Monday,22,No,90,77.82,5.89,10.22,90.6,23.08,6,5,11.19,Rain,17.1,37.5,6188,Dry,152,7,1544,No,No,73,101,227,Low,Low Flow
1329,SEN_107,RS_030,INT_017,01/01/2024 22:08,Monday,22,No,1357,55.92,70.85,72.21,184.63,146.75,3,28.9,72.68,Clear,29.3,36.9,2688,Dry,208,18,867,No,No,1410,1513,1378,High,High Flow
1330,SEN_121,RS_007,INT_014,01/01/2024 22:09,Monday,22,No,951,62.95,46.01,55.58,148.22,126.15,3,13.57,67.25,Cloudy,39,77.2,4490,Dry,114,11,1392,No,No,968,964,711,High,High Flow
1331,SEN_068,RS_065,INT_039,01/01/2024 22:10,Monday,22,No,629,69.25,25.43,32.05,118.04,54.59,6,5,32.53,Cloudy,39.7,77.8,8588,Wet,437,24,965,No,No,737,773,526,Moderate,Medium Flow
1332,SEN_078,RS_021,INT_017,01/01/2024 22:11,Monday,22,No,1237,48.27,71.29,59.02,170.32,122.8,5,14.89,58.05,Rain,32.1,80.3,5048,Dry,292,25,1404,No,No,1127,1366,1466,High,High Flow
1333,SEN_032,RS_006,INT_044,01/01/2024 22:12,Monday,22,No,791,72.36,32.85,45.83,131.77,93.82,4,5.41,41.36,Rain,29.2,93,7420,Dry,217,24,245,No,Yes,804,804,956,Moderate,Medium Flow
1334,SEN_037,RS_040,INT_019,01/01/2024 22:13,Monday,22,No,102,78.04,13.51,5,66.6,2.25,2,5,1.86,Rain,28.6,36.2,8153,Dry,429,12,783,No,No,50,50,50,Low,Low Flow
1335,SEN_091,RS_021,INT_049,01/01/2024 22:14,Monday,22,No,894,70.41,44.37,46.01,155.13,99.56,2,23.03,48.17,Rain,19.5,52.3,5866,Dry,265,9,647,No,No,840,963,723,Moderate,Medium Flow
1336,SEN_060,RS_047,INT_043,01/01/2024 22:15,Monday,22,No,425,80.56,27.49,31.07,105.1,58.88,3,11.59,26.74,Windy,19.9,50.3,5785,Wet,21,8,1173,No,No,308,396,513,Low,Low Flow
1337,SEN_133,RS_073,INT_030,01/01/2024 22:16,Monday,22,No,381,70.37,19.16,33.69,123.44,68.8,5,5.54,32.98,Clear,34,45,719,Dry,141,4,1545,No,No,469,299,275,Low,Low Flow
1338,SEN_103,RS_006,INT_033,01/01/2024 22:17,Monday,22,No,442,78.13,26.79,24.64,101.81,50.56,5,7.53,33.02,Rain,33.9,73.8,5446,Dry,46,14,189,No,No,367,606,289,Low,Low Flow
1339,SEN_067,RS_009,INT_044,01/01/2024 22:18,Monday,22,No,475,92.35,25.99,22.82,105.37,39.45,3,7.05,13.18,Clear,15,52,2827,Dry,254,24,1407,No,No,594,603,565,Moderate,Medium Flow
1340,SEN_080,RS_035,INT_011,01/01/2024 22:19,Monday,22,No,297,88.65,11.5,16.6,81.51,37.16,2,5,15.4,Clear,24.4,39,2970,Dry,68,20,265,No,No,275,363,262,Low,Low Flow
1341,SEN_022,RS_068,INT_046,01/01/2024 22:20,Monday,22,No,220,78.75,11.67,6.97,74.41,19.66,4,5,4.83,Cloudy,34.5,73.1,864,Dry,60,21,64,No,No,263,71,50,Low,Low Flow
1342,SEN_082,RS_005,INT_034,01/01/2024 22:21,Monday,22,No,1719,45.19,85.24,93.81,221.23,198.63,6,18.18,103.06,Cloudy,18.8,41.2,2392,Dry,210,25,773,Yes,No,1755,1800,1800,Severe,Very High Flow
1343,SEN_050,RS_056,INT_027,01/01/2024 22:22,Monday,22,No,1037,51.88,55.06,64.02,159.23,124.68,4,15.87,64.52,Windy,35.2,86.8,7087,Dry,87,5,387,No,No,994,1189,1110,High,High Flow
1344,SEN_122,RS_008,INT_035,01/01/2024 22:23,Monday,22,No,1313,44.26,66.36,73.78,181.52,145.51,4,12.76,71.51,Windy,24.9,81.3,8897,Dry,20,12,1373,No,Yes,1420,1219,1404,High,High Flow
1345,SEN_040,RS_003,INT_001,01/01/2024 22:24,Monday,22,No,1064,59.2,54.63,53.42,154.42,95.03,4,15.22,49.06,Clear,40.4,77.1,4497,Dry,44,2,743,Yes,No,1049,1090,924,High,High Flow
1346,SEN_145,RS_052,INT_022,01/01/2024 22:25,Monday,22,No,1072,62.68,48.47,61.18,172,117.08,5,17.25,50.83,Clear,40.1,52.1,4391,Dry,311,11,493,No,No,1018,1110,1145,High,High Flow
1347,SEN_125,RS_025,INT_035,01/01/2024 22:26,Monday,22,No,1726,45.55,79.91,89.04,229.96,170.34,6,16.85,89.2,Rain,20.3,74.9,7816,Dry,92,23,685,No,No,1610,1800,1800,Severe,Very High Flow
1348,SEN_029,RS_077,INT_027,01/01/2024 22:27,Monday,22,No,1719,45.84,86.3,87.99,221.25,178.45,6,12.38,84.35,Clear,37,71.4,903,Dry,167,18,623,No,No,1800,1675,1800,Severe,Very High Flow
1349,SEN_060,RS_006,INT_024,01/01/2024 22:28,Monday,22,No,907,67.05,46.26,53.45,168.68,114.28,4,14.77,53.57,Clear,24.1,49.2,9277,Dry,77,23,1059,No,No,812,839,855,High,High Flow
1350,SEN_062,RS_073,INT_028,01/01/2024 22:29,Monday,22,No,762,58.54,32.84,39.28,129.09,88.78,3,11.55,47.66,Clear,25,35.2,890,Dry,248,12,200,No,No,711,806,573,Moderate,Medium Flow
1351,SEN_061,RS_023,INT_006,01/01/2024 22:30,Monday,22,No,1563,44.98,81.01,93.13,232.04,197.87,5,14.33,86.16,Clear,38.1,81.1,1705,Wet,445,21,931,No,No,1579,1471,1431,Severe,Very High Flow
1352,SEN_102,RS_025,INT_024,01/01/2024 22:31,Monday,22,No,1083,64.87,57.23,55.95,152.86,117.96,4,15.55,57.82,Clear,28.9,31.5,1887,Dry,127,11,480,No,No,1169,1011,889,High,High Flow
1353,SEN_069,RS_079,INT_023,01/01/2024 22:32,Monday,22,No,435,80.23,22.53,29.08,114.85,57.78,5,8.46,29.76,Rain,34.4,43.8,8884,Wet,410,29,338,No,No,441,425,578,Low,Low Flow
1354,SEN_127,RS_015,INT_048,01/01/2024 22:33,Monday,22,No,1087,60.04,54.43,66.96,177.53,118.76,3,16.04,59.48,Cloudy,23.6,49.6,5880,Dry,423,16,1097,Yes,No,1011,1156,1124,High,High Flow
1355,SEN_145,RS_058,INT_044,01/01/2024 22:34,Monday,22,No,1427,51.2,65.01,79.9,199.96,164.35,4,17.45,85.28,Rain,36.1,38.1,5922,Dry,278,7,172,Yes,No,1517,1495,1490,Severe,Very High Flow
1356,SEN_035,RS_013,INT_013,01/01/2024 22:35,Monday,22,No,1236,56.56,55.38,67.46,181.99,125.61,3,15.99,64.48,Windy,34.7,40.6,8937,Dry,407,26,1500,No,No,1146,1391,1331,High,High Flow
1357,SEN_040,RS_073,INT_008,01/01/2024 22:36,Monday,22,No,967,50.58,50.32,51.32,141.03,100.12,3,13.35,49.97,Rain,40.8,33.1,8218,Dry,425,9,446,No,Yes,952,895,865,High,High Flow
1358,SEN_141,RS_022,INT_005,01/01/2024 22:37,Monday,22,No,206,91.04,6.16,9.29,79.38,17.31,3,5,0,Cloudy,20.1,92.7,9944,Dry,431,21,1592,No,No,192,308,363,Low,Low Flow
1359,SEN_103,RS_051,INT_015,01/01/2024 22:38,Monday,22,No,1209,54.79,56.66,60.76,175,112.41,4,11.55,51.18,Clear,21.5,71.3,8149,Dry,35,4,1275,No,Yes,1228,1085,1442,High,High Flow
1360,SEN_096,RS_003,INT_046,01/01/2024 22:39,Monday,22,No,1088,63.16,55.79,63.01,167.78,118,3,18.88,57.49,Windy,41.8,79.3,6234,Wet,246,7,1385,No,No,1085,1076,1279,High,High Flow
1361,SEN_089,RS_035,INT_031,01/01/2024 22:40,Monday,22,No,683,56.65,44.34,40.37,134.12,81.26,3,12.4,32.1,Rain,32.2,53.5,875,Dry,172,3,1124,No,No,570,761,535,Moderate,Medium Flow
1362,SEN_002,RS_019,INT_037,01/01/2024 22:41,Monday,22,No,1481,57.65,72.06,81.36,216.45,160.84,5,19.38,71.62,Clear,18.6,77.9,2267,Dry,133,11,861,No,Yes,1375,1409,1311,Severe,Very High Flow
1363,SEN_007,RS_014,INT_004,01/01/2024 22:42,Monday,22,No,1093,51.83,64.9,60.84,175.55,119.38,6,8.45,66.24,Cloudy,34.9,67.9,6975,Dry,142,24,1052,No,No,1087,1135,870,High,High Flow
1364,SEN_058,RS_080,INT_040,01/01/2024 22:43,Monday,22,No,130,100,6.12,5.41,68.67,3.44,5,5,5.29,Clear,19.5,80.1,6028,Dry,104,20,394,No,No,76,252,50,Low,Low Flow
1365,SEN_080,RS_001,INT_017,01/01/2024 22:44,Monday,22,No,1132,70.37,59.42,58.02,167.61,125.75,3,24.12,60.18,Rain,28.7,79.3,1819,Dry,242,3,640,No,No,1121,1083,1043,High,High Flow
1366,SEN_051,RS_026,INT_002,01/01/2024 22:45,Monday,22,No,1565,37.34,83.05,81.73,219.05,147.79,4,19.83,76.19,Clear,40.7,72.7,3672,Dry,179,4,299,No,No,1646,1677,1634,Severe,Very High Flow
1367,SEN_087,RS_050,INT_011,01/01/2024 22:46,Monday,22,No,1399,54.93,75.11,75.45,197.84,171.19,4,19.77,78.85,Rain,28.9,75.6,9430,Dry,156,17,566,Yes,No,1392,1303,1272,High,High Flow
1368,SEN_134,RS_031,INT_018,01/01/2024 22:47,Monday,22,No,1400,43.9,71.7,76.21,204.75,152.31,4,23.37,79.01,Clear,31.2,58.1,7060,Wet,148,23,1411,No,No,1301,1356,1417,Severe,Very High Flow
1369,SEN_092,RS_005,INT_033,01/01/2024 22:48,Monday,22,No,858,61.65,41.75,52.29,160.49,97.84,3,15.04,48.75,Cloudy,26.6,65.7,2431,Wet,265,2,446,No,No,807,780,778,Moderate,Medium Flow
1370,SEN_072,RS_054,INT_020,01/01/2024 22:49,Monday,22,No,1510,43.16,79.64,86.56,216.57,157.54,4,16.07,86.51,Windy,36.9,42.7,7654,Dry,219,19,1121,No,No,1610,1552,1655,Severe,Very High Flow
1371,SEN_122,RS_057,INT_024,01/01/2024 22:50,Monday,22,No,893,67.17,46.77,55.77,170.71,99.74,4,13.59,54.26,Rain,20.2,51.9,1063,Wet,403,17,1611,No,No,883,818,1005,Moderate,Medium Flow
1372,SEN_102,RS_076,INT_046,01/01/2024 22:51,Monday,22,No,1716,42.92,83.62,98.09,228.48,198.04,4,26.55,97.34,Clear,28.9,67.9,8329,Wet,217,23,376,Yes,No,1800,1616,1671,Severe,Very High Flow
1373,SEN_109,RS_035,INT_012,01/01/2024 22:52,Monday,22,No,1508,39.7,82.45,77.44,202.81,150.4,2,39.25,84.25,Clear,24.5,49.4,9526,Dry,252,18,1289,Yes,No,1462,1521,1549,Severe,Very High Flow
1374,SEN_039,RS_044,INT_012,01/01/2024 22:53,Monday,22,No,1449,51.24,74.74,74.56,189.79,135.61,4,22.74,71.61,Cloudy,38,60.4,6493,Dry,409,22,1327,No,No,1385,1554,1460,Severe,Very High Flow
1375,SEN_121,RS_043,INT_012,01/01/2024 22:54,Monday,22,No,1725,39.49,82.5,91.59,232,170.22,4,22.44,89.58,Clear,27.3,74,1978,Wet,235,27,309,No,No,1688,1582,1800,Severe,Very High Flow
